flight_id,flight_no,delay_cause,delay_classification,on_time
21634,PG0634,nas_ct,Short delay,False
21635,PG0634,No delays,On-time,True
21636,PG0634,security_ct,Moderate delay,False
21637,PG0634,security_ct,Short delay,False
21638,PG0634,weather_ct,Short delay,False
21639,PG0634,carrier_ct,Short delay,False
21640,PG0634,late_aircraft_ct,Short delay,False
21641,PG0634,No delays,On-time,True
21642,PG0634,No delays,On-time,True
21643,PG0634,security_ct,Short delay,False
21644,PG0634,No delays,On-time,True
21645,PG0634,No delays,On-time,True
21646,PG0634,No delays,On-time,True
21647,PG0634,No delays,On-time,True
21648,PG0634,carrier_ct,Moderate delay,False
21649,PG0634,No delays,On-time,True
21650,PG0634,No delays,On-time,True
21651,PG0634,carrier_ct,Long delay,False
21652,PG0634,weather_ct,Short delay,False
21653,PG0325,No delays,On-time,True
21654,PG0325,No delays,On-time,True
21655,PG0325,No delays,On-time,True
21656,PG0325,No delays,On-time,True
21657,PG0325,No delays,On-time,True
21658,PG0325,No delays,On-time,True
21659,PG0325,carrier_ct,Short delay,False
21660,PG0325,security_ct,Short delay,False
21661,PG0325,carrier_ct,Short delay,False
21662,PG0096,No delays,On-time,True
21663,PG0096,late_aircraft_ct,Short delay,False
21664,PG0096,nas_ct,Short delay,False
21665,PG0096,nas_ct,Short delay,False
21666,PG0096,carrier_ct,Short delay,False
21667,PG0096,No delays,On-time,True
21668,PG0096,nas_ct,Short delay,False
21669,PG0096,nas_ct,Short delay,False
21670,PG0096,security_ct,Short delay,False
21671,PG0096,nas_ct,Short delay,False
21672,PG0096,carrier_ct,Moderate delay,False
21673,PG0096,No delays,On-time,True
21674,PG0096,No delays,On-time,True
21675,PG0096,late_aircraft_ct,Short delay,False
21676,PG0096,No delays,On-time,True
21677,PG0096,No delays,On-time,True
21678,PG0096,No delays,On-time,True
21679,PG0096,late_aircraft_ct,Short delay,False
21680,PG0096,carrier_ct,Long delay,False
21681,PG0096,No delays,On-time,True
21682,PG0096,nas_ct,Short delay,False
21683,PG0096,security_ct,Moderate delay,False
21684,PG0096,carrier_ct,Long delay,False
21685,PG0096,No delays,On-time,True
21686,PG0096,No delays,On-time,True
21687,PG0096,late_aircraft_ct,Short delay,False
21688,PG0096,No delays,On-time,True
21689,PG0096,No delays,On-time,True
21690,PG0096,No delays,On-time,True
21691,PG0096,No delays,On-time,True
21692,PG0096,No delays,On-time,True
21693,PG0096,late_aircraft_ct,Short delay,False
21694,PG0096,No delays,On-time,True
21695,PG0096,No delays,On-time,True
21696,PG0096,No delays,On-time,True
21697,PG0096,weather_ct,Short delay,False
21698,PG0096,No delays,On-time,True
21699,PG0096,No delays,On-time,True
21700,PG0096,security_ct,Short delay,False
21701,PG0096,carrier_ct,Short delay,False
21702,PG0096,security_ct,Short delay,False
21703,PG0096,No delays,On-time,True
21704,PG0096,No delays,On-time,True
21705,PG0096,No delays,On-time,True
21706,PG0096,nas_ct,Short delay,False
21707,PG0096,No delays,On-time,True
21708,PG0096,late_aircraft_ct,Short delay,False
21709,PG0096,No delays,On-time,True
21710,PG0096,security_ct,Short delay,False
21711,PG0096,late_aircraft_ct,Short delay,False
21712,PG0096,carrier_ct,Short delay,False
21713,PG0096,security_ct,Moderate delay,False
21714,PG0096,No delays,On-time,True
21715,PG0096,carrier_ct,Long delay,False
21716,PG0096,security_ct,Short delay,False
21717,PG0096,No delays,On-time,True
21718,PG0096,No delays,On-time,True
21719,PG0096,carrier_ct,Moderate delay,False
21720,PG0096,No delays,On-time,True
21721,PG0096,No delays,On-time,True
21722,PG0096,carrier_ct,Short delay,False
21723,PG0355,No delays,On-time,True
21724,PG0355,No delays,On-time,True
21725,PG0355,No delays,On-time,True
21726,PG0355,No delays,On-time,True
21727,PG0355,No delays,On-time,True
21728,PG0355,carrier_ct,Short delay,False
21729,PG0355,No delays,On-time,True
21730,PG0355,No delays,On-time,True
21731,PG0355,late_aircraft_ct,Short delay,False
21732,PG0355,No delays,On-time,True
21733,PG0355,late_aircraft_ct,Short delay,False
21734,PG0355,security_ct,Short delay,False
21735,PG0355,No delays,On-time,True
21736,PG0355,No delays,On-time,True
21737,PG0355,nas_ct,Short delay,False
21738,PG0355,No delays,On-time,True
21739,PG0355,No delays,On-time,True
21740,PG0355,No delays,On-time,True
21741,PG0355,No delays,On-time,True
21742,PG0355,No delays,On-time,True
21743,PG0355,No delays,On-time,True
21744,PG0355,security_ct,Short delay,False
21745,PG0355,late_aircraft_ct,Short delay,False
21746,PG0355,No delays,On-time,True
21747,PG0355,No delays,On-time,True
21748,PG0355,security_ct,Short delay,False
21749,PG0355,No delays,On-time,True
21750,PG0355,No delays,On-time,True
21751,PG0355,No delays,On-time,True
21752,PG0355,No delays,On-time,True
21753,PG0355,No delays,On-time,True
21754,PG0355,No delays,On-time,True
21755,PG0355,No delays,On-time,True
21756,PG0355,late_aircraft_ct,Moderate delay,False
21757,PG0355,No delays,On-time,True
21758,PG0355,No delays,On-time,True
21759,PG0355,No delays,On-time,True
21760,PG0355,nas_ct,Short delay,False
21761,PG0355,carrier_ct,Short delay,False
21762,PG0355,No delays,On-time,True
21763,PG0355,nas_ct,Short delay,False
21764,PG0355,carrier_ct,Moderate delay,False
21765,PG0355,No delays,On-time,True
21766,PG0355,late_aircraft_ct,Short delay,False
21767,PG0355,nas_ct,Moderate delay,False
21768,PG0355,nas_ct,Moderate delay,False
21769,PG0355,late_aircraft_ct,Short delay,False
21770,PG0355,nas_ct,Short delay,False
21771,PG0355,late_aircraft_ct,Short delay,False
21772,PG0355,No delays,On-time,True
21773,PG0355,security_ct,Short delay,False
21774,PG0355,No delays,On-time,True
21775,PG0355,nas_ct,Short delay,False
21776,PG0355,No delays,On-time,True
21777,PG0355,nas_ct,Short delay,False
21778,PG0355,No delays,On-time,True
21779,PG0355,nas_ct,Short delay,False
21780,PG0355,late_aircraft_ct,Short delay,False
21781,PG0355,carrier_ct,Short delay,False
21782,PG0355,late_aircraft_ct,Short delay,False
21783,PG0355,No delays,On-time,True
21784,PG0340,No delays,On-time,True
21785,PG0340,No delays,On-time,True
21786,PG0340,security_ct,Short delay,False
21787,PG0340,weather_ct,Short delay,False
21788,PG0340,No delays,On-time,True
21789,PG0340,carrier_ct,Short delay,False
21790,PG0340,No delays,On-time,True
21791,PG0340,late_aircraft_ct,Moderate delay,False
21792,PG0340,No delays,On-time,True
21793,PG0084,late_aircraft_ct,Short delay,False
21794,PG0084,No delays,On-time,True
21795,PG0084,No delays,On-time,True
21796,PG0084,weather_ct,Moderate delay,False
21797,PG0084,late_aircraft_ct,Moderate delay,False
21798,PG0084,No delays,On-time,True
21799,PG0084,carrier_ct,Short delay,False
21800,PG0084,No delays,On-time,True
21801,PG0084,security_ct,Short delay,False
21802,PG0551,No delays,On-time,True
21803,PG0551,security_ct,Short delay,False
21804,PG0551,security_ct,Moderate delay,False
21805,PG0551,No delays,On-time,True
21806,PG0551,No delays,On-time,True
21807,PG0551,No delays,On-time,True
21808,PG0551,carrier_ct,Long delay,False
21809,PG0551,No delays,On-time,True
21810,PG0551,No delays,On-time,True
21811,PG0316,No delays,On-time,True
21812,PG0316,No delays,On-time,True
21813,PG0316,No delays,On-time,True
21814,PG0316,No delays,On-time,True
21815,PG0316,nas_ct,Moderate delay,False
21816,PG0316,No delays,On-time,True
21817,PG0316,carrier_ct,Short delay,False
21818,PG0316,carrier_ct,Short delay,False
21819,PG0316,nas_ct,Short delay,False
21820,PG0451,carrier_ct,Long delay,False
21821,PG0451,No delays,On-time,True
21822,PG0451,late_aircraft_ct,Short delay,False
21823,PG0451,late_aircraft_ct,Short delay,False
21824,PG0451,nas_ct,Moderate delay,False
21825,PG0451,No delays,On-time,True
21826,PG0451,No delays,On-time,True
21827,PG0451,carrier_ct,Short delay,False
21828,PG0451,late_aircraft_ct,Short delay,False
21829,PG0256,No delays,On-time,True
21830,PG0256,No delays,On-time,True
21831,PG0256,security_ct,Short delay,False
21832,PG0256,No delays,On-time,True
21833,PG0256,security_ct,Short delay,False
21834,PG0256,nas_ct,Short delay,False
21835,PG0256,late_aircraft_ct,Short delay,False
21836,PG0256,No delays,On-time,True
21837,PG0256,No delays,On-time,True
21838,PG0087,carrier_ct,Moderate delay,False
21839,PG0087,carrier_ct,Short delay,False
21840,PG0087,security_ct,Short delay,False
21841,PG0087,No delays,On-time,True
21842,PG0087,security_ct,Short delay,False
21843,PG0087,carrier_ct,Short delay,False
21844,PG0087,No delays,On-time,True
21845,PG0087,security_ct,Short delay,False
21846,PG0087,nas_ct,Short delay,False
21847,PG0127,carrier_ct,Short delay,False
21848,PG0127,No delays,On-time,True
21849,PG0127,No delays,On-time,True
21850,PG0127,No delays,On-time,True
21851,PG0127,No delays,On-time,True
21852,PG0127,carrier_ct,Short delay,False
21853,PG0127,No delays,On-time,True
21854,PG0127,carrier_ct,Short delay,False
21855,PG0127,carrier_ct,Short delay,False
21856,PG0127,No delays,On-time,True
21857,PG0127,No delays,On-time,True
21858,PG0127,No delays,On-time,True
21859,PG0127,No delays,On-time,True
21860,PG0127,weather_ct,Short delay,False
21861,PG0127,No delays,On-time,True
21862,PG0127,No delays,On-time,True
21863,PG0127,No delays,On-time,True
21864,PG0127,No delays,On-time,True
21865,PG0127,No delays,On-time,True
21866,PG0127,late_aircraft_ct,Short delay,False
21867,PG0127,No delays,On-time,True
21868,PG0127,No delays,On-time,True
21869,PG0127,No delays,On-time,True
21870,PG0127,No delays,On-time,True
21871,PG0127,late_aircraft_ct,Short delay,False
21872,PG0127,No delays,On-time,True
21873,PG0127,No delays,On-time,True
21874,PG0127,No delays,On-time,True
21875,PG0127,late_aircraft_ct,Short delay,False
21876,PG0127,No delays,On-time,True
21877,PG0127,No delays,On-time,True
21878,PG0127,No delays,On-time,True
21879,PG0127,late_aircraft_ct,Short delay,False
21880,PG0127,late_aircraft_ct,Short delay,False
21881,PG0127,nas_ct,Short delay,False
21882,PG0127,late_aircraft_ct,Short delay,False
21883,PG0127,carrier_ct,Short delay,False
21884,PG0127,nas_ct,Moderate delay,False
21885,PG0127,late_aircraft_ct,Short delay,False
21886,PG0127,late_aircraft_ct,Moderate delay,False
21887,PG0127,nas_ct,Short delay,False
21888,PG0127,No delays,On-time,True
21889,PG0127,No delays,On-time,True
21890,PG0127,weather_ct,Moderate delay,False
21891,PG0127,carrier_ct,Short delay,False
21892,PG0127,nas_ct,Short delay,False
21893,PG0127,late_aircraft_ct,Short delay,False
21894,PG0127,nas_ct,Short delay,False
21895,PG0127,security_ct,Short delay,False
21896,PG0127,nas_ct,Short delay,False
21897,PG0127,carrier_ct,Moderate delay,False
21898,PG0127,carrier_ct,Moderate delay,False
21899,PG0127,No delays,On-time,True
21900,PG0127,nas_ct,Moderate delay,False
21901,PG0127,weather_ct,Short delay,False
21902,PG0127,late_aircraft_ct,Moderate delay,False
21903,PG0127,weather_ct,Moderate delay,False
21904,PG0127,security_ct,Moderate delay,False
21905,PG0127,security_ct,Short delay,False
21906,PG0127,nas_ct,Short delay,False
21907,PG0127,carrier_ct,Short delay,False
21908,PG0377,No delays,On-time,True
21909,PG0377,late_aircraft_ct,Short delay,False
21910,PG0377,No delays,On-time,True
21911,PG0377,No delays,On-time,True
21912,PG0377,weather_ct,Moderate delay,False
21913,PG0377,No delays,On-time,True
21914,PG0377,No delays,On-time,True
21915,PG0377,No delays,On-time,True
21916,PG0377,No delays,On-time,True
21917,PG0377,No delays,On-time,True
21918,PG0377,late_aircraft_ct,Short delay,False
21919,PG0377,carrier_ct,Short delay,False
21920,PG0377,security_ct,Short delay,False
21921,PG0377,security_ct,Moderate delay,False
21922,PG0377,No delays,On-time,True
21923,PG0377,weather_ct,Short delay,False
21924,PG0377,No delays,On-time,True
21925,PG0377,No delays,On-time,True
21926,PG0377,No delays,On-time,True
21927,PG0377,security_ct,Short delay,False
21928,PG0377,No delays,On-time,True
21929,PG0377,No delays,On-time,True
21930,PG0377,weather_ct,Short delay,False
21931,PG0377,late_aircraft_ct,Short delay,False
21932,PG0377,carrier_ct,Long delay,False
21933,PG0377,carrier_ct,Short delay,False
21934,PG0377,weather_ct,Moderate delay,False
21935,PG0377,No delays,On-time,True
21936,PG0377,No delays,On-time,True
21937,PG0377,No delays,On-time,True
21938,PG0377,late_aircraft_ct,Short delay,False
21939,PG0377,No delays,On-time,True
21940,PG0377,No delays,On-time,True
21941,PG0377,No delays,On-time,True
21942,PG0377,No delays,On-time,True
21943,PG0377,nas_ct,Short delay,False
21944,PG0377,weather_ct,Short delay,False
21945,PG0377,late_aircraft_ct,Short delay,False
21946,PG0377,security_ct,Short delay,False
21947,PG0377,No delays,On-time,True
21948,PG0377,No delays,On-time,True
21949,PG0377,No delays,On-time,True
21950,PG0377,weather_ct,Short delay,False
21951,PG0377,nas_ct,Short delay,False
21952,PG0377,No delays,On-time,True
21953,PG0377,No delays,On-time,True
21954,PG0377,late_aircraft_ct,Short delay,False
21955,PG0377,carrier_ct,Short delay,False
21956,PG0377,No delays,On-time,True
21957,PG0377,No delays,On-time,True
21958,PG0377,carrier_ct,Short delay,False
21959,PG0377,No delays,On-time,True
21960,PG0377,carrier_ct,Moderate delay,False
21961,PG0377,carrier_ct,Short delay,False
21962,PG0377,No delays,On-time,True
21963,PG0377,No delays,On-time,True
21964,PG0377,No delays,On-time,True
21965,PG0377,No delays,On-time,True
21966,PG0377,No delays,On-time,True
21967,PG0377,late_aircraft_ct,Short delay,False
21968,PG0377,No delays,On-time,True
21969,PG0240,No delays,On-time,True
21970,PG0240,nas_ct,Short delay,False
21971,PG0240,No delays,On-time,True
21972,PG0240,No delays,On-time,True
21973,PG0240,late_aircraft_ct,Short delay,False
21974,PG0240,No delays,On-time,True
21975,PG0240,late_aircraft_ct,Short delay,False
21976,PG0240,late_aircraft_ct,Short delay,False
21977,PG0240,No delays,On-time,True
21978,PG0240,No delays,On-time,True
21979,PG0240,No delays,On-time,True
21980,PG0240,carrier_ct,Long delay,False
21981,PG0240,No delays,On-time,True
21982,PG0240,carrier_ct,Short delay,False
21983,PG0240,No delays,On-time,True
21984,PG0240,carrier_ct,Short delay,False
21985,PG0240,No delays,On-time,True
21986,PG0240,No delays,On-time,True
21987,PG0240,No delays,On-time,True
21988,PG0240,No delays,On-time,True
21989,PG0240,No delays,On-time,True
21990,PG0240,No delays,On-time,True
21991,PG0240,No delays,On-time,True
21992,PG0240,carrier_ct,Short delay,False
21993,PG0240,carrier_ct,Short delay,False
21994,PG0240,No delays,On-time,True
21995,PG0240,No delays,On-time,True
21996,PG0240,carrier_ct,Short delay,False
21997,PG0240,carrier_ct,Short delay,False
21998,PG0240,carrier_ct,Short delay,False
21999,PG0240,security_ct,Short delay,False
22000,PG0240,No delays,On-time,True
22001,PG0240,nas_ct,Short delay,False
22002,PG0240,nas_ct,Short delay,False
22003,PG0240,No delays,On-time,True
22004,PG0240,No delays,On-time,True
22005,PG0240,No delays,On-time,True
22006,PG0240,No delays,On-time,True
22007,PG0240,carrier_ct,Moderate delay,False
22008,PG0240,No delays,On-time,True
22009,PG0240,carrier_ct,Short delay,False
22010,PG0240,carrier_ct,Short delay,False
22011,PG0240,carrier_ct,Short delay,False
22012,PG0240,late_aircraft_ct,Short delay,False
22013,PG0240,nas_ct,Short delay,False
22014,PG0240,nas_ct,Short delay,False
22015,PG0240,carrier_ct,Moderate delay,False
22016,PG0240,weather_ct,Short delay,False
22017,PG0240,No delays,On-time,True
22018,PG0240,No delays,On-time,True
22019,PG0240,carrier_ct,Short delay,False
22020,PG0240,carrier_ct,Short delay,False
22021,PG0240,No delays,On-time,True
22022,PG0240,No delays,On-time,True
22023,PG0240,No delays,On-time,True
22024,PG0240,No delays,On-time,True
22025,PG0240,No delays,On-time,True
22026,PG0240,nas_ct,Short delay,False
22027,PG0240,late_aircraft_ct,Short delay,False
22028,PG0240,No delays,On-time,True
22029,PG0240,carrier_ct,Moderate delay,False
22030,PG0053,security_ct,Short delay,False
22031,PG0053,carrier_ct,Short delay,False
22032,PG0053,No delays,On-time,True
22033,PG0053,No delays,On-time,True
22034,PG0053,carrier_ct,Short delay,False
22035,PG0053,late_aircraft_ct,Short delay,False
22036,PG0053,late_aircraft_ct,Short delay,False
22037,PG0053,No delays,On-time,True
22038,PG0053,No delays,On-time,True
22039,PG0053,No delays,On-time,True
22040,PG0053,security_ct,Short delay,False
22041,PG0053,No delays,On-time,True
22042,PG0053,weather_ct,Short delay,False
22043,PG0053,nas_ct,Short delay,False
22044,PG0053,No delays,On-time,True
22045,PG0053,No delays,On-time,True
22046,PG0053,carrier_ct,Short delay,False
22047,PG0053,nas_ct,Short delay,False
22048,PG0053,nas_ct,Moderate delay,False
22049,PG0053,No delays,On-time,True
22050,PG0053,late_aircraft_ct,Short delay,False
22051,PG0053,carrier_ct,Long delay,False
22052,PG0053,No delays,On-time,True
22053,PG0053,No delays,On-time,True
22054,PG0053,No delays,On-time,True
22055,PG0053,nas_ct,Short delay,False
22056,PG0053,security_ct,Short delay,False
22057,PG0053,No delays,On-time,True
22058,PG0053,carrier_ct,Moderate delay,False
22059,PG0053,late_aircraft_ct,Short delay,False
22060,PG0053,nas_ct,Short delay,False
22061,PG0053,nas_ct,Short delay,False
22062,PG0053,No delays,On-time,True
22063,PG0053,No delays,On-time,True
22064,PG0053,nas_ct,Short delay,False
22065,PG0053,No delays,On-time,True
22066,PG0053,No delays,On-time,True
22067,PG0053,No delays,On-time,True
22068,PG0053,weather_ct,Moderate delay,False
22069,PG0053,No delays,On-time,True
22070,PG0053,nas_ct,Short delay,False
22071,PG0053,security_ct,Moderate delay,False
22072,PG0053,security_ct,Short delay,False
22073,PG0053,nas_ct,Short delay,False
22074,PG0053,carrier_ct,Short delay,False
22075,PG0053,No delays,On-time,True
